created_at,screen_name,text
2017,ImaArtha,Love this old town of Bandung. Vintage but clean and well taken care of. So many cafe and bars at the whole street. Its good place for taking photograph.
2017,VignesC,Braga Street is filled with exciting cafes eateries and plenty to see especially at night when it is all lighted up. Good place to hang out in Bandung.
2017,WantiW,This is one of my favorite street in Bandung  old Dutch design  good vibes  and if you looking for beers  h should come to this area  there is so many open bar  also they have famous Braga permai  if you looking for dangdut resto  Braga have one  but I forgot the name .
2017,FirlyI,When you walk down the streets of Braga it feels like you go back in 70 years time it feels nostalgic and magical in a way. I suggest you to try the SugaRush cafe its amazing !
2017,Ferozeuddin,Braga street is one of the most popular streets in Bandung. It is lined with restaurants souvenir shops art galleries etc. The city walk which connects to Aston and Fave hotels have several shops and some good restaurants. There is often some form of Live music performances
2017,HadiH,Braga is the most popular street in Bandung. The location is nearby Gedung Merdeka (Asia Africa Conference Museum) and Alun-Alun Bandung (the center of the city). There are many selfie points right now. Also many cafes restaurants mini markets hotels souvenir shops art
2017,SarahI,Braga Street is one of the most popular street in Bandung. There are many café restaurant souvenir shop and paintings. Beautiful street to take a photo. We can see old buildings shops and also buy some cake and bakery.
2017,Hadi_ary,The legendary street I love to walk in Braga street at Night  so many cafe and resto with live music  with any genre. So you can feels like in Legian Bali :p
2017,RirinR,This is a so called red light district in Bandung it's rich in history from the Dutch era.  Almost all the buildings are Dutch but it's like a run down place its kind of garbage  many touts and dangerous people about  not a good place for foreign people   Although they do
2017,AlvinNg,Jalan Braga in Bandung is quaint hip and yet unpretentious. If you are tired of the traffic jams and the city crowd head for Braga before lunch time and chances are you will find yourself in a quiet street filled with art galleries quaint eateries and other surprising finds.
2017,travelc,Nice people around braga street. But very touristic. Many toirist resturants. And we meet a good friend. Very helpful and he know little english tolkimg with us.
2016,IdfiP,Braga street was known as a high end shopping street in the colonial time. This street is not only rich with history of the past but nowdays it is so popular among the local and tourists as the center of colonial architecture culture gastronomy art and street photography.  My
2016,EndroCatur,One of the best spot to walk in Bandung although not car-free (and the cars were actually the most disturbing part) one can easily stroll the short road and veer off to tiny alleys and less-walked streets around.
2017,LinoYogya,We walk here for dinner and the ambiance are indeed very nice. The old architecture around and lightning made it worth just to stroll the street. There are many restaurants with many themes so it is quite good.
2017,FitriA,Braga street is filled with restaurant bar and cafe. You can choose wether you like to drink or eat or just talking with your friend. I actually like walking in here at night.
2017,Candyluna,Braga was an area full of history about the Netherland and Indonesia so you can get historical tour about Bandung City offers. Now you can meet various place to eat hangout and just chill here with a unique building the heritage from Netherland era. 1001 Night in Braga because
2017,ShelaK,dont forget to visit braga when visit Bandung!  place are good.  old design and you feel like flashback in 80' many restaurant arround
2017,Rifqi,For 70's 80's rock mania there's a café called Classic Rock café at Intersection of Braga Street. The place a little small and cramped the food and drinks are so so however the tunes played by the band (usually star at 21 pm) are great... and no cover charge.
2017,FaroukO,Although it is the landmark for Bandung we find it a bit too busy and hectic with many people hanging around by the street-side and teenagers loitering around the area at night. Maybe not suitable for family with kids.
2017,kikiqnoy,Braga Street is perfect for releasing fatigue  Lots of cafes to hang out Braga Street crowded 24 hours
2017,prihanto,legendary street in Bandung some cafe  and restaurant also painting and art work need more some attractive shop or faciities
2017,SivananthanKokul,Night life starts here. Lots of restaurants pubs cafes etc. Buildings are nicely decorated or painted.
2017,adjielicious,Braga street well known for its exotic and ambience. Its a good place for hang out with your friend n family. So many cafe resto handcraft and paintings. You can find so many art deco buildings here and I really love to visit this place especially braga permai resto the food
2017,maria,walking during night is very nice lots of restaurant and cafe. Old town area. Unfortunately when I visited it was a rainy day so it is hard to walk on the side walk without getting wet. Perhaps if the local government should provide the canopy on the sidewalk will be very
2017,JudyL,Very busy with lots of pubs and nightlife. It is in the center of town  Ibis Braga is on this street. You can get lots of food and cafe
2017,young_hendro,This place have everything: Mall food stall hotel restaurant bar etc.  Many expat come here at night.
2017,YosefS,After the renovation this place has become one of the main attraction of Bandung. Good place for taking selfies since it has various spots for it. Restaurants are scattered alongside the road.
2017,adriyanto,Walking through this street is like tasting the rich history of the old Bandung and the fresh modern creativity of its people.
2017,ArgyaN,There are numerous restaurant and numerous photospot however better to not sit in street bench since streetsinger will come to you. If you want to take a rest better go to the restaurant or to Braga City Walk instead. Becoming really exciting if there are community gathering
2016,PanduS,This place is just a colonial road with some restaurant. Ok but not very special place to visit.  The Braga city walk mall is quite nice though.
2017,lola,this street has lots of restaurant. for me there is nothing special about the food and drink here. but i like the area since its reminds you of old times.  they mostly open at night and i think its more beautiful at night.
2017,UtamiA,There are many cafes shops and hotels in this street. Many cafes offer an interesting design. I found street painter who exhibit their paintings in the street.
2017,DiannaH,Really love Braga street... Vintage old nice spot foto and  a lot of food in here... looks like Malioboro in Yogya or Pasar Baru in Jakarta... try this place @
2017,HanifR,This are full off teenagers they come to meet up with their community.  So many transportation like a car/ motorcycle trough the braga street so we must carefully with child. If it raining and you don't use umbrella you will getting wet.
2017,Lulunw,I've been here last week. and it was so amazing for the view.place.bar. anything   me and my boyfriend was tried bar hopping. because​ a lot of bar there. and the ambiance it was soooooooo gooooood
2017,aeldaily,A one-way street that you can enjoy when visiting Bandung. Along the way you can enjoy a few old buildings a lot of paintings you can see both sidewalks. It's nice place that you can find a cafe restaurant coffee shop even a bar. But if you decided to go in the night that's
2017,NataliaM,The road made from the stone this place is very crowded a lot of cafe here you can find the hotel near by small cinema in the mall but the most great point is you can take a great picture here with a crowd atmosphere and great lamp. Usually traffic in here so better to
2016,kessardeo,First the streets was different with another cause of bricks - road along Braga. You may see vintage architect of restaurant hotels or art gallery. There were selective recreation from mid-day to night walk. And if u lucky once in 2 weeks they held night market with turky's
2017,dianepalma,Famous for its historic architecture the Braga Street is one of the happening scene for tourist. Locals use it for photography scene such as wedding/pre-wedding photo shoot. However not much to see and do for families with smaller children. The restaurants are average and
2017,Danica_Coloay,Who is not familiar with the Braga street in Bandung a small street that has been known since the colonial era. In the 1920's the street was known as a promenade street. Chic cafes boutiques and restaurants with European ambiance along the street had made the city to attain
2017,margret,We been has ppickup from airport by our tourist guide he explained all about bandungone of it street braga we only look from bus window. I see event going on with themes because alots ghost charters has been shown up in middle day light. What ghost you want name it you can
2016,jolijt11,many things to see and a old history as wellbud nice to shop eat and walk arround.and have coffe and tea or a other tropical drink fresh made
2016,AulShaefferiawan,It was one of the nice place in Bandung. I love the ambience surrounding with old colonial buildings when i was in this place. So many beautiful spot to take picture here. Nice to have morning or afternoon stroll in this place. So many good old restaurant also.
2016,Deriap,I see more nice at Braga since changing of goverment in Bandung but now some facility was wreck like wood chair and some pattern in Pedestrian has gone i don't know why! but at least it's the best palace for photograpy like in Europe
2017,Goonerbeer,Probably unfair on the street but I can only review what I saw at the time of my visit which was a Thursday morning during wet season!  Was keen to check out this street as it sounded very unlike that in other city's in Indo and the reviews were good  so our expectations
2017,744tiva,went for dinner it was after midnight we were remaining for last order. We order a kwetiaw seafood nasi goreng and chocolate cake. the food was great...price is Ok for the taste.  i had a cup of lemon tea and my friend has a coffee latte the restaurant environment is quite
2016,ZOUVA,The location is very close to Bandung km 0. Both day and night you can feel the atmosphere of Bandung past with the old buildings. Being art shopping centers and restaurants are also tasty and become a culinary center in the nights.
2017,NitaS,Braga is a quite lively street. You can find cafes resto bars movie theatre shopping mall hotels hostel by it. Take a stroll anytime of the day you'll love it.
2017,Bubbsy99,Walk down Braga Street you will be able to find many nice cafes pubs restaurants.  There's a mall there however not very happening.
2016,pazhosch,You're highly unlikely to miss this place if you come to Bandung. There are many shops (and even a mall) some bars (a few are very good) and on a wekeend the street is especially busy due to many visitors from Jakarta. Not  so many foreigners but there are some expats hanging
2017,Ipohmalixsombong,Good to relax at night after long walks around Bandung City. Bars and restaurants available for hanging out.
2017,Frederik1958,In old times Paris of Java. Now a little bit old but a relaxed and nice atmosphere with lot of great and cheap restaurants
2017,andiA,if you go to bandung dong forget to visit braga street bandung is very good city and have a good food no wonder everybody's like to stay in bandung
2017,mersi217,this old street is more and more popular for locals and tourists. you may find any old fashioned cafes/ restaurants besides new ones. there are also hotels mini markets. good ambient for taking pictures and instagramable
2017,SmallWorldForAll,It's not a long street but it has some good restaurants you can choose for your dinner.  It is also a place if you are looking for some street paintings.
2017,JufryO,Theres alot of restaurants found all along the street of Braga street. Can choose abundance of food that you want to eat. Happening time around 5pm to 9pm.
2017,FaD,This place nears different kind of tourist attraction such as Asia African monumentalun-alunetc.the place kept vintage by the government as part of the attraction.you can find lots of food tenant along the road.taking photos in the area is a must.
2017,MichaelC,We were advised to check out this place but when we got there it was plain and boring. Seems a little bit upmarket as there were live band and pubs. Unfortunately it's not my scene we covered the whole area in about 20mins. Very dissapointing place for us.
2017,RT,Braga is an old part of Bandung city. It has some old building and few old resto-cafe. You might like to have a night entertainment here there are discotics cafe bar restaurant and most of them have life music performance or DJ. Shall you just want to hang around some
2016,si_bolang_girl,Come in the afternoon to feel the buzz of the street.not much shops open since morning but bakery shops.quite enough choices to hang-out w/ friends & colleages.
2017,ChrisZ,Chic cafes boutiques and restaurants with European ambiance along the street. nice place to walk in Bandung
2016,BeatriceL,Went here at the first night we arrived Bandung. Was only 15 minutes from the Hilton Hotel. They have several restaurant that offered both local and international cuisine. Convenient stores are also available here. One of the most happening streets during the night.
2017,BramK,Braga street now is different from what I used to go in the 90s. These street has been upgraded with big and beautiful pedestrian walk. Although there are several shops that sell paintings and handicrafts but restaurants are the majority there so it shoud be addressed as food
2016,Abdi617,This street has very nice ambiance good combination to explore the old town of Bandung and its modern up-to-date setting. Walking here is quite nice and you can also find several  good restaurants or coffee shops in the street. The one that I like the most is The Braga Permai
2017,MimieM,This one street also like a night market. Variety of things they sell. Busy at night so come early if u don't want to caught in jam!
2016,GieO,Old street but a lot of new cafes. And also paintings. When you're here you should try Braga Permai. Especially their pasta. I like their penne.
2016,ThyasP,This is a must visit place to visit. Many shops and its original design stay alive here. You can also buy great coffee not far from here.
2017,WibisanaS,This is heritage place with many resto of cafe. You must visiting this place if u want to feels Bandung ambience in night.
2017,DickyT,There are a some of australian and european tourist around at night. Place for drinking beer wine etc
2017,denys.ignatius,this is the most favourite place to go while in bandung there are many photo spot also so many restaurant to eat. this place is easily access
2017,AbeD,enjoy the walk on this historical street and its old buildings. The cafes and restaurants offers you a different ambience
2017,ZulkifliS,The best place to hangout in Bandung. So many good Restaurant such as Braga permai starbuck upnormal etc
2017,wearehereat,Braga street luckily resisted all efforts to reduce bars and sell of alcoholic beverages. Great! Cool bars and places to hang out day and night time. Nice accompanying people around as well.
2017,AndyWijaya,Braga street have a good ambience but I think thats a low class people hangout place. I feel not comfort to enjoy braga street.
2016,Antontam,Place are crowded with people and vehicle not so many local food. Good thing is location near historical area.
2017,aldrinsyah,You can feel the old bandoeng ambient. The last time I go there was last night during new year eve 2017.  In daily environment we can taste good food and a lot of arts along braga street especially the painting. At night there is several bar and lounge.
2016,Jasmine,We were there for walks on our 1st night in Bandung but there's nothing much to see nor do on this street. The mall was small and the restaurants and pubs along the streets were not very appealing.
2016,RonaldR,By walking Braga street you get the real flavour of present time Bandung a mix of Art Deco buildings restored of in the process of refurbishing and a lot a lot of scooters making breathing quite a risky matter. Have a close look at the facades with their colonial details
2016,tallguy1204,The bar street of Bandung some lively bars but I was told as a Westerner to avoid some of them but could always find somewhere to play pool and listen to some music
2016,LittleDot,Indonesia being a Muslim country has very limited places that sells beer or liquor of any kind not available in big supermarkets nor convenience stores.    Braga street is a place u can buy some beers to drink in or buy back to yr hotel room . Prices about $2 to $3 a bottle .
2016,charinas,This area has some good restaurants and other stores that are nice to enjoy. But at night this area is famous as red district because many girls will stand along the way to offer their service. So just come there during the day
2016,JustinW,busy street with eateries. Has international brands like Wendys and starbucks. Opt for local cafes with affordable prices.
2016,HKP,Nothing special about streets here. Normal old town area. I suggest drive thru sight seeing if you are in a rush in Bandung.
2016,RaihanZ,This street is nice. We can take a picture with old beautiful building. We can walk in the pedestrian and go to the restaurant that we want. There are Braga City Walk also. Overall nice
2016,felbland,This street offers the heritage and nostalgic feels when you visit Bandung. Along the street you can find cafes and bars (at night). It is quite crowded at night as many people enjoy hanging out here especially on weekends.
2016,268caseyl,Nice street to walkabout. Pedestrian friendly. Many benches to take a rest on. A small shopping mall and food outlets/bars line the street
2016,csusan,We were here in a Saturday and the place was crowded with people. We first visited the Braga City Mall which also houses the Fave Hotel. There were some shops selling clothes at the concourse area and a couple of cafe/restaurants like Starbucks Wendy and some Indonesian cafe.
2016,Lanyp,We want to enjoy night walks at Braga street but it was definitely not possible. Everywhere was full of teenagers smoking and cigarettes trash all over the place. There also a lot of places that seems like a cheap kind of night club. This is certainly not a place for family or
2016,inascully,This is another interesting street in Bandung other than Asia-Afrika. With lots of restaurants/cafes definitely the best spot for tourists & local youngsters to hang out. The cafes are mostly western orientated. We bought mini cakes from Sugar Rush cafe & pastries (not far from
2016,TerenceT,Went there to have a look at the art work. There are plenty of artwork for sales especially painting. Some are of good quality and some are average. Take your time to find what you want. It gets busy to wards the evening and the weekends.
2016,VeraV,This famous street is turning from the classic-antique-art street into a smoky street since you will find all people here is smoking and the street is full with cigarette smoke. Not recommended if you go here with eldery or children.
2016,Ristianto_Pribadi,This area is almost similar to Kuta Area in Bali with so many bars and restaurant and not representing the west java culture. The area is so hectic and I think it is not suitable for family.
2016,MariBrothers,Braga Street is popular for those wanting to do a leisurely walk shop and eat! It can get busy over weekends.
2016,halltigger,Went with 2 boys a teenage daughter and of course with wife.....walking down from the hotel is just so safe and can't forget about the cos play buskers which we took photo with them ....some are scary ghosts naruto transformers frozen characters and many more.......plus
2016,mueluel,best view for the city street ! great embience !!! such a lovely lights resto and taking photo !!! favourite for family !!!
2016,rgpramasta,So many restaurants and shops. We loved it! Just a little bit traffic here if you go here using car. Certainly will come again.
2015,dwis,what a lovely romantic and cozy pedestrian which has many chairs on it. It will be nice if we spend some time to enjoy the Jalan Braga of Bandung while put some ice cream :)
2016,My-LinhP,We were rather disappointed as we walked down Braga street. It was late Oct and most shops were closed. There were a bunch of restaurants but other than that not much to see
2016,nina_asti,I could dedinitely say for an absolute sure that you should visit this area while in Bandung and try coming here at night. But for me this place's only good for a sightseeing I found only mediocre restaurants in Braga good enough taste but I could definitely find better
2016,LoyLee,I luv this street so much! Can find antique building cozy cafe bar & restaurants. Furfill happiness  while walking this street!
2016,RuiDeSousa,The buildings are mostly well preserved. Good selection of bars and restaurants. It's a shame because this street has nice features for being only pedestrian but cars/motorbikes should are still allowed which is very annoying and the smell/feeling of pollution is very intense
2016,HathaH,Braga street offers you many of historical building that haven't been touch since the colonialism era. many of the dutch architect building still stand there and turn into restaurant and antique shop. this street now already decorated with vintage post lamp garden bench and
2016,kenkobayashi89,this street has different type than the other street the store the atmosphere and the street material is distinct. nice street.
2016,SyeiraL,Such a lovely old town view. Love to walk around Braga. Great place to hunt pictures for photography. Love it.
2016,yliesan,I suggest you to come here twice; once during daytime and once more at night. Why? Because Braga street offers different atmosphere at different time.   At daytime it looks like another old town area with the old buildings probably from the Dutch era. At night it is more
2016,up2middlefinger,you feel you want to take good photography this is the perfect place. it has colonial type of building.
2016,jamilya17,Only a tiny mall. A few restaurant and bar. Nothing Worthing. We just had a walk there. Lot of traffic on the street.
2016,carnellin,Some restaurant need reservation in advance some are just too crowded that they keep forgetting your order some are just too empty for I don't know why but I won't go there. Weekends are the worst but the place do offers almost everything from dining local shopping to
2016,Elvibandanaku,the cafes and store along the path are classic you can hang out and enjoy the life music in the cafe. the publish rate for the foods and beverages are commons.  i love spending time here i feel different atmosphere walking along this path. its safe path even late night.  i
2016,adha_1979,This is nice place. I can find many resto here small shop hotel and mal. Also I can find beautiful painting and art at Braga Street. Even sometime bit traffic here but it is still fantastic.
2016,GNjoo,Such a nice cutesie street with all the nice and cute cafes I hate the small marts such as indomart etc. there.. but hey if they can afford to rent the space?
2016,handik,When we walk along this street we seemed to be in Europe. many spots for photos and and eat with the atmosphere of old Bandung
2016,iyoskusuma,This is a place for you to feel the authentic atmosphere of Bandung City. You can feel the non-sleep activities along this street. So many bars and restaurants opens till midnight/morning.
2016,ATripadvisorMember,Many night clubs and bars at this street . People mostly speak Bahasa Indonesia however they can also speak in English
2016,AdiPermadi,The street looks different! Well maintained and also crowd. The cool weather also helping the ambient become enjoyable! Welldone Bandung and i really proud of!
2016,AndrewSelvam,If you come here avoid Sundays. Most shops were closed except for F&B outlets. Wear light clothing and a cap ... plus an umbrella. It was hot when I was there. Along one street they were selling old editions of Marvel comics! Not mint condition.
2015,SendyFilemon,This area is somewhat revamped to enable the arcade walk to come bustling to live. I think it's just an effort to recreate a world that exist many decades ago sprinkled with some ridiculous ideas of entertainment and then sold it to local and international tourist.   Good if
2016,riotoga,Street crowdedmany cafes availableoffering liquors and non liquors drinkfrom old cafes and modern cafes
2015,Fasta'IzaN,When i studied at Bandung this place was my favorite place to hangout because there's a inexpensive theater. But if you have much more time you can explore the whole street there are many unique and cheap shops and restaurants
2016,MarcusW,Not much to see really and not much to do. Have been to Bandung twice now to see friends and to attend events and to be honest Iam yet to be surprised and find anything worth mentioning.  Stayed near or close to Braga Street on both occasions by the way check your calendar as
2016,KristineB,I still don't see what the big deal about this street is supposed to be.  I stayed at a hotel there and I liked my hotel but I don't know why Braga Street is a big deal in Bandung.  I walked up the street and I walked down the street.  I saw art places but nothing they had on
2016,kong356,This street has nothing special on it but a good place if you are looking for bars and drinking place.
2016,AbelAuliaP,If you visit bandung and want to spend your time on Nightlife braga is one option!  There's alot of Bar Lounge Billiard and unique cuisine in this street.  if you want to enjoy having outside dining you must try Braga Permai restaurant ( in front of Braga Citiwalk Mall ).
2016,Fahmz,One of the few many area in bandung where teenagers and hypster hang around. Surrounded with old architecture building of bistro and cafe. Within the proximity of braga area  there is no shopping mall (except braga citywalk) or any other interesting places for tourist to be
2016,fangzhi2016,This is one of the best location that we all must visit when we are in the city of Bandung. Very pretty.
2016,ArfianRomadlon,Its build with old aechitecture. Its wonderful atmosphere there you can visit cafè with live music. Love this place so much!
2016,andiisetiawan,Nice ambient for this area  you can see how the authenticity building in this city still in very good conditions. Best for walking in morning and night
2016,carlene929,not a very nice place to visit this street is full of bars and drinking place. I don't feel safe here.
2016,NickG,Coming from Kuala Lumpur Malaysia Bangsar is THE happening place with food joints cafes pubs and known as a upper class place.   Braga street is no different. Was recommended to visit here by the locals. Indeed the street is packed with people with all kinds of food joints
2016,KCY,Went there in the late afternoon. Nothing much interested me. It was a not-so-long street occupied by restaurants and other stuff such as stalls selling paintings. Surprisingly found Starbucks there but didn't hop in. Just took late lunch at one of the restaurants. The food
2016,JamesSinaya,Nice street to spend the evening. A lot of pubs and resto's. Among others Braga Permai is a nice restaurant with a fair price.
2016,ericalee418,This Braga street is certainly one of the best must visit place in the city of Bandung. Lots of nice paintings and antique shops to visit
2016,Lasmawar,Its my first time visit braga street there's many cafe and resto. Its nice place for you to search pokemon hahahahahaha and many alay there 😄
2016,CaroleW,This is a great street to go and see the local culture. It was a Saturday night and the streets were packed. There were numerous bands playing at the restaurnats and the bars.
2015,TriEmilA,If you love night life this is it. If you don't like night life this place still a go to in you visit Bandung. Located near the Bandung Grand Mosque you can walk between these places in just about 5 minutes.
2016,MrHO,Jalan Braga is a narrow street in the older part Bandung. Beautiful art deco buildings lined the 24/7 busy-street. This old area is now revived with hotels restaurants and cafés and comes to its best in the evening when music is played live at most of these chill out areas and
2016,LailaY,One of the downtown areas of Bandung that you must see while here. The Dutch architecture and heritage is apparent; although there is a definite Indonesian-feel. Usually lots of people there -- day or night.
2016,stefanog,Restaurant and club is not the best in Bandung. Is zone for tourists but notting is excels. The cost of food is more expensive than another restaurants near Braga street.
2016,flora_dianti,Walking  at Braga street as if we are passing the road during colonial decade with its heritage.  Do not forget to take pictures!
2016,JohnB7987,Was there in the afternoon. The streets were quiet and the stores empty. Some bums hanging there as well. You can walk the entire the entire street in ten minutes if you do not intend to eat or shop here. The stores are old and many need refurbishment. A place to spend some time
2016,AstieR,This street has its uniqueness from day to night. At the day you could take a walk and looking at the incredible paints by local artists alongside the street. At the night have drink in any unique restaurants here! So grab your camera and get ready to be hypnotized!
2016,AJourneyU,u can walkin the night and enjoy every single building with colonial architecture or grab some beers and take a seat..
2016,AndrieL,A very enjoyable street to hang out having coffee also taking vintage style pictures. Enjoying late afternoon with a cup of coffee is definitely what u need to do here
2016,MarlinaA,Braga street is famous for its historical streets and buildings. Its just a not really long street. So we can take a walk to enjoy the night.view.  In the evening the street becomes crowded cafes and pubs are everywhere.  Theres a city walk square which has 21 cinema too.
2016,AriAdriansyah,Too much peoples over crossed the street while traffic jump & to many motor cycles were over speeds easy gets accidents. It would be better Braga street during week end just for pedestrian keep safe & minimize accidents
2016,Henk,Braga is nice old kolonial admosphere. That's good. But it need a great renovation of buidlings and street. Old full of trash. indonesia should take more care for the tourist points.
2016,keentraveller27,I had gone here with high expectations as this street has a lot of history and is very often referred as Pedatiwig or narrow busy street for art culture souvenirs cafes  theaters and bars. I found that most of it was run down and there were not many options for food a drink
2016,mucry_,Most famous street in Bandung. Shopping center culinary point karaoke point with a lots of pleasure place of interest several meters from Alun-alun Bandung.
2016,JeffN,Not a place I would go back again.  I didn't find anything I wanted to buy.  Very busy and thousands of people.  The traffic was horrible and I certainly would suggest you keep an eye on your valuables.
2016,ruddyh,here is a paris van java called with old building old restaurant art deco concept as a europe atmosphere..short street but million memories...good for walk photo session or looking a culinary because many of restaurant in here with many choice.....enjoyed bandung dont
2016,cindyfebriani56,It was nice to walked there in the afternoon but it was dangerous to walked there at night. There is a lot of boys with big motorbike staring at you and asked where you going what are you doing xtc.. And it was dirty place also many poor people passing by asked for small
2016,KeannyR,This is the reason why bandung called paris van java. You take walk on a sideways. So many great cafe and restaurant.
2015,chrisishak,Nice place for pedestrian especially at night Along the way we can find a lot of restaurants and fast foods. Many choices of dining places around the braga street from  the local cuisine to international cuisine. Good food and average price.  There are a lot of perfect spot
2016,ezza,If ure a food lover... this place is good for u.. You can find food almost everywhere down the road..
2016,SeverineB,It is a small street with lovely buildings that remind of the dutch. There are little café's eateries and a shopping complex with a cinema. At night it is more lively. We went for dinner in the shopping complex. There was also live music.
2016,NK200075,Braga street is definitely one of must visit place in Bandung.  It is surrounded by Art-Deco Building built in the early 1920 - 1940-es it offers European style atmosphere for hang out or just walk by.  Restaurants Cafes Galleries are main attraction in the area.  Some
2016,ruli,Street is nice for night walkmAny restomany sing artistthe one and only street walk in bandung ...this 2nd street walk after malioboro
2016,FelismaC,The street itself is good for walking around. There are many stores and shops to stop by. Many cosplayer and interesting things to see.
2016,StephanieS,The government decided to use a stone paving for the street here. And I think this is the only place I know like that. There are still some old buildings here and shops that sell paintings. The restaurants here also quite good. But the downside is that it's hard to find a
2016,SophieS,Busy street with many cars. I was expecting more typical spots. There is a Starbucks towards the end nothing extraordinary
2016,DedyS,The only street worth walking in Bandung throughout the day from morning to last the night. But the graffiti and all are ruining the experience now.
2016,Desmondcheng,It is just a smal street with restaurant and bars and painting selling in shops or along the street. Nothing worthy to spend a long time here I think an hour will be enough. Evening time is q better place to come here and take pictures of the historical buildings.
2016,litslits,a nice street in bandung full of heritage. pity there isn't a decent coffee shop around. as like other big cities in Indonesia too many motorcycles with no driving manners.
2016,IndriRuth,never ever visit Bandung without spending at least one night here this place became even better than before with good lighting and decorations
2016,Maudhigino,Very nice and comfortable walking along the Braga street in the night especially with friends.  Street is clean and the sidewalk is just awesome
2015,nisa49,The place that has many historical building and also an art place. Here you can find many of art shops and also the old-shops. It is recommended to visit at night and  for people who love art and history about Bandung.
2016,ilhamp,I visit braga and it looks like Jakarta's Kota Tua (Old chinatown in Kota). More like old town for me but hey thats the unique point. I love this place.
2016,R_Gabriel2013,This street has a nice mix of bars coffee shops restaurants and stores and also has some historical significance for the country.  At one end are some big beautiful bank buildings on the other a mall and a nice mix of places to shop and eat.
2016,KunalT,Old school art town. But not very artsy anymore.  Not safe and not clean. Lack of tourist information.
2016,FebeG,I have much photos in Braga Street and it's such a beautiful oldtown! For the photography lovers and want to do photos hunting this is a recommended area
2015,IhsanP,Yes Paris van Java is really started here in Braga street sometimes in Dutch colonial era. One of the proof is Sumber Hidangan cake shop a french style cake shop / restaurant since 1920s. The road is using stone blocks & the ambient of the sidewalk is so vibrant with various
2016,RubyT,If you look for some kind of old fashioned yet attractive place around Bandung go to this street and you will find all in one place. There are hotels and hostels on this street a mall bars restaurants art galleries coffee shop... The crowd is so hype at night especially on
2016,Mustaphasuniverse,You can't afford to miss the lively street of Braga on your trip to Bandung. Lost of historical buildings restaurants and and shopping shops. Trust me you will not get bored in this street.
2015,SorayaSihombing,Either you were traveller or tourist you must not forget to stopby in this street while you were visit Bandung. Romantic for couples many beautiful spot for taking picture. old yet fashioned city captured in this street. Many cafe or restaurant besides.  But it needs to
2016,Juravi2014,Whatever you are looking for in garments leather garments shoes etc.....at big discounts - I found some big brand names here - and the variety is phenomenal...the prices are unbelievable - dont miss this shopping paradise if you are in Bandung - keep enough spare time to visit
2016,ilikemanggis,Braga is a busy street small street and pack you can find cafes restaurant with value for money. You can just walk along the street and enjoying your ice cream while you're taking nice pictures. Braga is well known for Dutch you can find them just sitting around enjoying
2016,MonKentjana,have a morning ride with delman at braga street.  only IDR 5.000 for 1 person. we arrive at this street on 8.30 in the morning still cool n windy. very refreshing air.
2016,AgusPrianto111,If you wish to enjoy a night life in Bandung this place is one of the option. Few bars clubs and art galleries of course food and some coffee as well. ;)
2016,AdityaK,The area is great for walking and sightseeing. You can see some old buildings and visit a few retro-themed shops and cafes. There are lots of good spots to take pictures of.
2016,Johnny_Brockmann,Braga is a famous street in Bandung. There are several restaurant and cafe. Also there's a mall named Braga City Walk. Better hang out there at night.
2016,DeddySoewardiT,Nice place for a walk especially after sundown till 9 PM. There are many restaurants and also some cafes along the street. Always be aware of pickpockets . And don't go there during weekends or public holidays. Car parking along the street is a little difficult since not so
2016,Howattp,This is the old classic area of Bandung. There's a lot of good food and street art to be seen here. However if you're there late it's also nearly a wretched hive of scum and villainy...
2016,VandyZ,Went there with the big family with high hope and curiousity of the idea of floating market but not as we had expected.  Pros: 1. The concept was great  2. Vast area  3. Lots of traditional Indonesian cuisine 4. Parking area was huge  Cons: 1. Was raining at the time the road is
2016,V33ry,Actually there is nothing too special on this street and not too crowded on weekday..it's a walking street with restaurants long the both side street..but i don't see any resto with really specialty on local culinery ( which I espect to have )  but mostly chating place..😜.
2016,almatyit,supposed to be the street most full of restaurants and night life but I was disappointed. maybe because it was Ramadan but there were few people around and pubs or restaurant where to drink listening some music were a few or and not really interesting .
2016,Maxteo919,A street with lots of makan places.   Not very impressive but if you have nothing much to do do walk along this street~
2016,HerditoSandiP,Great for night walking. There are lot of spot to take pictures. Walk slowly and enjoy the historical nuances.
2016,Vakantie77,Braga street has a lot of nice buildings and shops. The are a lot of nice benches to rest and just watch. The lanterns and benches remind me of Paris but the comparison is overdone. Nevertheless we loved to walk around and to us it was one of the best streets of Bandung.
2016,afriyaniika,Braga Street is old city in Bandung the buildings are old and you will find the another sensation if you there and the best time to visit braga street is on saturday night. because there is so many festival that make you will not to go from Bandung :)
2016,Wim0705,Read about this street on tripadvisor and other sites and all suggested this to be great. I was pretty disappointed though. Some bars are ok. Maybe just need to accept Bandung is not that lively.
2016,ysp_lelyana,some old and new cafes sell coffee and snack will be a good choice to spend the afternoon and enjoy the nice breeze of Bandung. it is only a walking distance to Museum Asian African Conference and The Mosque.
2016,Teguh-Ind,This ritzy shopping spot from Dutch times may have long gone but you can still feel the aroma of colonial times as you walk slowly along Braga St. I wish somebody would do a little bit lick of paint to those historic buildings to boost the charm of this area.  Braga has two
